clique_id,lemma,upos,affix,stem,synonyms,hypernyms
3,several,JJ,NA,sever,respective(a)|several(a)|several(p)|various(a),
3,role,NNS,s,role,character|function|office|part|persona|purpose|role|theatrical role|use,duty|portrayal|characterization|enactment|personation|utility|usefulness|activity
3,neuronal,NN,NA,neuron,,NA
3,development,NN,NA,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
4,early,RB,NA,earli,ahead of time|betimes|early|early on|too soon,NA
4,cn,NNP,s,cn,,NA
4,development,NN,NA,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
4,gaba,NNP,NA,gaba,GABA|gamma aminobutyric acid,amino acid|aminoalkanoic acid|neurotransmitter
4,modulate,VBP,NA,modul,inflect|modulate|regulate|tone,play|spiel|talk|speak|utter|mouth|verbalize|verbalise|adjust|set|correct|change|alter|vary
4,neuron,NN,NA,neuron,nerve cell|neuron,somatic cell|vegetative cell
4,progenitor,NN,NA,progenitor,primogenitor|progenitor,ancestor|ascendant|ascendent|antecedent|root
4,proliferation,NN,NA,prolifer,proliferation,growth|growing|maturation|development|ontogeny|ontogenesis|increase|increment
4,as,RB,NA,a,as|equally|every bit,
4,well,RB,NA,well,advantageously|comfortably|considerably|easily|good|intimately|substantially|well,NA
4,neuron,NN,NA,neuron,nerve cell|neuron,somatic cell|vegetative cell
4,migration,NN,NA,migrat,migration,motion|movement|move|people|event|periodic event|recurrent event
4,survival,NN,NA,surviv,endurance|natural selection|selection|survival|survival of the fittest,animation|life|living|aliveness|natural process|natural action|action|activity|continuance|continuation
4,differentiation,NN,NA,differenti,differentiation|distinction|specialisation|specialization,discrimination|secernment|mathematical process|mathematical operation|operation|adaptation|adaption|adjustment
4,[,NN,NA,[,,NA
4,4,CD,NA,4,NA,NA
4,5,CD,NA,5,NA,NA
4,6,CD,NA,6,NA,NA
4,7,CD,NA,7,NA,NA
4,8,CD,NA,8,NA,NA
4,9,CD,NA,9,NA,NA
4,10,CD,NA,10,NA,NA
4,11,CD,NA,11,NA,NA
4,12,CD,NA,12,NA,NA
4,13,CD,NA,13,NA,NA
4,14,CD,NA,14,NA,NA
4,],NN,NA,],,NA
5,class,NNS,s,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance
5,neural,NN,NA,neural,,NA
5,progenitor,NNS,s,progenitor,primogenitor|progenitor,ancestor|ascendant|ascendent|antecedent|root
5,gaba,NNP,NA,gaba,GABA|gamma aminobutyric acid,amino acid|aminoalkanoic acid|neurotransmitter
5,stimulate,NNS,s,stimul,,NA
5,process,VBZ,s,process,action|litigate|march|process|serve|sue|swear out|treat|work|work on,affect|impact|bear upon|bear on|touch on|touch|manage|deal|care|handle|calculate|cipher|cypher|compute|work out|reckon|figure|challenge|walk|transform|transmute|transubstantiate|deliver
5,other,NNS,s,other,,NA
5,have,VBZ,s,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
5,antagonistic,JJ,NA,antagonist,antagonistic|antipathetic|antipathetical|counter|incompatible,
5,activity,NN,NA,activ,action|activeness|activity|bodily function|bodily process|body process|natural action|natural process,act|deed|human action|human activity|state|organic process|biological process|capability|capacity|process|physical process|trait
6,example,NN,NA,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson
6,recent,JJ,NA,recent,late(a)|recent,
6,work,NN,NA,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output
6,have,VBZ,s,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
6,demonstrate,VBN,ed,demonstr,attest|certify|demo|demonstrate|establish|evidence|exhibit|manifest|march|present|prove|shew|show,show|confirm|corroborate|sustain|substantiate|support|affirm|testify|bear witness|prove|evidence|protest|resist|dissent
6,gaba,NNP,NA,gaba,GABA|gamma aminobutyric acid,amino acid|aminoalkanoic acid|neurotransmitter
6,act,NNS,s,act,act|bit|deed|enactment|human action|human activity|number|routine|turn,legal document|legal instrument|official document|instrument|event|dramatic composition|dramatic work|performance|public presentation|expression|manifestation|reflection|reflexion
6,develop,VBG,ing,develop,acquire|arise|break|build up|develop|educate|evolve|explicate|formulate|germinate|get|grow|make grow|modernise|modernize|originate|prepare|produce|recrudesce|rise|spring up|train|uprise,create|create by mental act|create mentally|change|become|better|improve|amend|ameliorate|meliorate|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose|teach|learn|instruct|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|grow|alter|modify|generate|bring forth|superimpose|superpose|lay over|play|complicate|refine|rarify|elaborate|expand
6,neocortex,NN,NA,neocortex,neocortex|neopallium,cerebral cortex|cerebral mantle|pallium|cortex
6,stimulate,VB,NA,stimul,arouse|brace|cause|energise|energize|excite|get|hasten|have|induce|make|perk up|provoke|rush|shake|shake up|stimulate|stir,affect|impact|bear upon|bear on|touch on|touch|arouse|elicit|enkindle|kindle|evoke|fire|raise|provoke|effect|effectuate|set up|sensitize|sensitise|challenge
6,proliferation,NN,NA,prolifer,proliferation,growth|growing|maturation|development|ontogeny|ontogenesis|increase|increment
6,progenitor,NNS,s,progenitor,primogenitor|progenitor,ancestor|ascendant|ascendent|antecedent|root
6,ventricular,NN,NA,ventricular,,NA
6,zone,NN,NA,zone,geographical zone|zona|zone,topographic point|place|spot|geographical area|geographic area|geographical region|geographic region|region|part|structure|anatomical structure|complex body part|bodily structure|body structure
6,inhibit,VBG,ing,inhibit,bottle up|inhibit|suppress,prevent|forestall|foreclose|preclude|forbid|impede|hinder|upset|discompose|untune|disconcert|discomfit
6,proliferation,NN,NA,prolifer,proliferation,growth|growing|maturation|development|ontogeny|ontogenesis|increase|increment
6,progenitor,NNS,s,progenitor,primogenitor|progenitor,ancestor|ascendant|ascendent|antecedent|root
6,subventricular,NN,NA,subventricular,,NA
6,zone,NN,NA,zone,geographical zone|zona|zone,topographic point|place|spot|geographical area|geographic area|geographical region|geographic region|region|part|structure|anatomical structure|complex body part|bodily structure|body structure
6,[,NN,NA,[,,NA
6,14,CD,NA,14,NA,NA
6,],NN,NA,],,NA
7,later,RB,NA,later,after|afterward|afterwards|by and by|later|later on|subsequently,NA
7,postnatal,NN,NA,postnat,,NA
7,development,NN,NA,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
7,normal,JJ,NA,normal,normal,
7,gabaergic,NNP,NA,gabaerg,,NA
7,input,NN,NA,input,comment|input|input signal|remark|stimulant|stimulation|stimulus,signal|signaling|sign|statement|information|component|constituent|element
7,be,VBZ,s,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA
7,require,VBN,ed,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be
7,activity-dependent,JJ,NA,activity-depend,,NA
7,plasticity,NN,NA,plastic,malleability|plasticity,physical property
7,visual,JJ,NA,visual,ocular|optic|optical|visual,
7,cortex,NN,NA,cortex,cerebral cortex|cerebral mantle|cortex|lens cortex|pallium,neural structure|animal tissue|plant tissue
7,show,VBN,en,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run
7,gad,NNP,NA,gad,anxiety reaction|gad|GAD|generalized anxiety disorder|spur,anxiety disorder|prod|goad
7,2,CD,NA,2,NA,NA
7,knockout,NN,NA,knockout,beauty|dish|kayo|knockout|KO|looker|lulu|mantrap|peach|ravisher|smasher|stunner|sweetheart,woman|adult female|blow
7,mouse,NN,NA,mous,black eye|computer mouse|mouse|shiner,rodent|gnawer|bruise|contusion|person|individual|someone|somebody|mortal|soul|electronic device
7,[,NN,NA,[,,NA
7,15,CD,NA,15,NA,NA
7,16,CD,NA,16,NA,NA
7,],NN,NA,],,NA
8,addition,NN,NA,addit,accession|add-on|addition|gain|improver|increase|plus|summation,component|constituent|element|increase|step-up|indefinite quantity|acquisition|suburb|suburbia|suburban area|arithmetic operation
8,function,NNS,s,function,affair|function|map|mapping|mathematical function|occasion|office|part|procedure|purpose|role|routine|single-valued function|social function|social occasion|subprogram|subroutine|use,mathematical relation|utility|usefulness|duty|relation|social gathering|social affair|social event|software|software program|computer software|software system|software package|package
8,develop,VBG,ing,develop,acquire|arise|break|build up|develop|educate|evolve|explicate|formulate|germinate|get|grow|make grow|modernise|modernize|originate|prepare|produce|recrudesce|rise|spring up|train|uprise,create|create by mental act|create mentally|change|become|better|improve|amend|ameliorate|meliorate|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose|teach|learn|instruct|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|grow|alter|modify|generate|bring forth|superimpose|superpose|lay over|play|complicate|refine|rarify|elaborate|expand
8,cn,NNP,s,cn,,NA
8,gaba,NNP,NA,gaba,GABA|gamma aminobutyric acid,amino acid|aminoalkanoic acid|neurotransmitter
8,signal,VBG,ing,signal,bespeak|betoken|indicate|point|sign|signal|signalise|signalize,communicate|intercommunicate|tell
8,be,VBZ,s,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA
8,also,RB,NA,also,also|as well|besides|likewise|too,NA
8,require,VBN,ed,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be
8,normal,JJ,NA,normal,normal,
8,development,NN,NA,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
8,non-neural,JJ,NA,non-neur,,NA
8,tissue,NNS,s,tissu,tissue|tissue paper,body part|paper
9,targeted,NNP,NA,target,,NA
9,mutation,NNS,s,mutat,chromosomal mutation|genetic mutation|mutant|mutation|sport|variation,organism|being|change|alteration|modification
9,gad,NNP,NA,gad,anxiety reaction|gad|GAD|generalized anxiety disorder|spur,anxiety disorder|prod|goad
9,1,CD,NA,1,NA,NA
9,gene,NN,NA,gene,cistron|factor|gene,sequence
9,lead,NN,NA,lead,atomic number 82|booster cable|confidential information|hint|jumper cable|jumper lead|lead|lead story|lead-in|leading|leash|lede|Pb|pencil lead|principal|spark advance|star|steer|tether|tip|track|trail|wind,advantage|vantage|metallic element|metal|evidence|grounds|leadership|leading|angle|section|subdivision|score|actor|histrion|player|thespian|role player|position|place|guidance|counsel|counseling|counselling|direction|news article|news story|newspaper article|timing|restraint|constraint|strip|slip|graphite|black lead|plumbago|jumper|wire|conducting wire|turn|play
9,defective,JJ,NA,defect,bad|defective|faulty,
9,development,NN,NA,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
9,secondary,JJ,NA,secondari,junior-grade|lower-ranking|lowly|petty(a)|secondary|subaltern,
9,palate,NN,NA,palat,palate|roof of the mouth,surface
9,[,NN,NA,[,,NA
9,17,CD,NA,17,NA,NA
9,18,CD,NA,18,NA,NA
9,],NN,NA,],,NA
10,cleft,NN,NA,cleft,cleft|crack|crevice|fissure|scissure,indentation|indenture|opening|gap
10,palate,NN,NA,palat,palate|roof of the mouth,surface
10,phenotype,NN,NA,phenotyp,phenotype,constitution|composition|physical composition|makeup|make-up
10,gad,NNP,NA,gad,anxiety reaction|gad|GAD|generalized anxiety disorder|spur,anxiety disorder|prod|goad
10,1,CD,NA,1,NA,NA
10,mutant,NNS,s,mutant,mutant|mutation|sport|variation,organism|being|animal|animate being|beast|brute|creature|fauna
10,suggest,VBZ,s,suggest,advise|evoke|hint|intimate|paint a picture|propose|suggest,declare|convey|imply|express|show|evince
10,involvement,NN,NA,involv,affair|affaire|amour|engagement|interest|intimacy|involution|involvement|liaison|participation,group action|connection|connexion|connectedness|curiosity|wonder|sexual relationship|condition|status
10,gaba-mediated,NNP,NA,gaba-medi,,NA
10,signal,NNS,s,signal,sign|signal|signaling,communication|incitement|incitation|provocation|electricity|electrical energy|power
10,normal,JJ,NA,normal,normal,
10,development,NN,NA,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
10,differentiation,NN,NA,differenti,differentiation|distinction|specialisation|specialization,discrimination|secernment|mathematical process|mathematical operation|operation|adaptation|adaption|adjustment
10,structure,NN,NA,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
10,derive,VBN,ed,deriv,come|deduce|deduct|derive|descend|educe|gain|infer,reason|reason out|conclude|obtain|evolve|make|create
10,oral,JJ,NA,oral,buccal|oral|unwritten,
10,epithelium,NN,NA,epithelium,epithelial tissue|epithelium,animal tissue
10,neural,NN,NA,neural,,NA
10,crest,NN,NA,crest,crest|crown|peak|summit|tip|top,line|topographic point|place|spot|top|top side|upper side|upside|emblem|process|outgrowth|appendage
10,ecto-mesenchyme,JJ,NA,ecto-mesenchym,,NA
11,conclusion,NN,NA,conclus,close|closing|conclusion|decision|determination|end|ending|finale|finis|finish|last|ratiocination|stopping point|termination,judgment|judgement|mind|assumption|supposition|supposal|end|ending|happening|occurrence|occurrent|natural event|proposition|change of state|settlement|section|subdivision|choice|selection|option|pick
11,be,VBZ,s,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA
11,further,RBR,NA,further,farther|further,NA
11,support,VBN,ed,support,abide|affirm|back|back up|bear|bear out|brook|confirm|corroborate|defend|digest|endorse|endure|fend for|hold|hold up|indorse|keep going|patronage|patronise|patronize|plump for|plunk for|put up|stand|stick out|stomach|subscribe|substantiate|suffer|support|sustain|tolerate|underpin,give|approve|O.K.|okay|sanction|agree|hold|concur|concord|match|fit|correspond|check|jibe|gibe|tally|argue|reason|act|play|represent|foster|nurture|permit|allow|let|countenance
11,similar,JJ,NA,similar,alike(p)|exchangeable|interchangeable|like|similar|standardised|standardized,
11,cleft,NN,NA,cleft,cleft|crack|crevice|fissure|scissure,indentation|indenture|opening|gap
11,palate,NN,NA,palat,palate|roof of the mouth,surface
11,defect,NN,NA,defect,blemish|defect|fault|flaw|mar|shortcoming,imperfection|imperfectness|disadvantage|appearance|visual aspect
11,see,VBN,en,see,ascertain|assure|attend|catch|check|come across|consider|construe|control|date|determine|discover|encounter|ensure|envision|escort|examine|experience|fancy|figure|find|find out|get a line|get wind|get word|go out|go steady|go through|hear|image|insure|interpret|learn|look|meet|pick up|picture|project|realise|realize|reckon|regard|run across|run into|see|see to it|take care|take in|understand|view|visit|visualise|visualize|watch|witness,perceive|comprehend|experience|see|go through|imagine|conceive of|ideate|envisage|think|believe|consider|conceive|watch|verify|visit|call in|call|tour|care|give care|receive|take in|invite|consort|associate|affiliate|assort|debate|moot|turn over|deliberate|detect|observe|find|discover|notice|undergo|accompany|bet|wager|play|understand
11,mouse,NNS,s,mous,black eye|computer mouse|mouse|shiner,rodent|gnawer|bruise|contusion|person|individual|someone|somebody|mortal|soul|electronic device
11,deletion,NN,NA,delet,cut|deletion|excision|omission,linguistic process|mutation|genetic mutation|chromosomal mutation|editing|redaction|removal|remotion
11,target,VBN,ed,target,aim|direct|place|point|target,aim|take|train|take aim|direct
11,mutation,NN,NA,mutat,chromosomal mutation|genetic mutation|mutant|mutation|sport|variation,organism|being|change|alteration|modification
11,β,NN,NA,β,,NA
11,3,CD,NA,3,NA,NA
11,subunit,NN,NA,subunit,fractional monetary unit|subunit,monetary unit
11,gaba,NNP,NA,gaba,GABA|gamma aminobutyric acid,amino acid|aminoalkanoic acid|neurotransmitter
11,receptor,NN,NA,receptor,receptor|sense organ|sensory receptor,structure|anatomical structure|complex body part|bodily structure|body structure|organ
11,[,NN,NA,[,,NA
11,19,CD,NA,19,NA,NA
11,20,CD,NA,20,NA,NA
11,21,CD,NA,21,NA,NA
11,22,CD,NA,22,NA,NA
11,],NN,NA,],,NA
12,intriguing,JJ,NA,intrigu,challenging|intriguing,
12,genetic,JJ,NA,genet,familial|genetic|genetical|genic|hereditary|inherited|transmissible|transmitted,
12,evidence,NN,NA,evid,evidence|grounds,information|indication|indicant|info
12,indicate,VBZ,s,indic,argue|bespeak|betoken|designate|indicate|point|show|signal,tell|inform|present|represent|lay out
12,role,NN,NA,role,character|function|office|part|persona|purpose|role|theatrical role|use,duty|portrayal|characterization|enactment|personation|utility|usefulness|activity
12,gaba-mediated,NNP,NA,gaba-medi,,NA
12,signal,VBG,ing,signal,bespeak|betoken|indicate|point|sign|signal|signalise|signalize,communicate|intercommunicate|tell
12,development,NN,NA,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
12,non-neural,JJ,NA,non-neur,,NA
12,structure,NN,NA,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
12,secondary,JJ,NA,secondari,junior-grade|lower-ranking|lowly|petty(a)|secondary|subaltern,
12,palate,NN,NA,palat,palate|roof of the mouth,surface
13,potential,NN,NA,potenti,electric potential|potency|potential|potential difference|potential drop|potentiality|voltage,possibility|possibleness|electrical phenomenon
13,pathway,NN,NA,pathwai,footpath|nerve pathway|nerve tract|pathway|tract,white matter|substantia alba|path
13,be,VB,NA,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA
13,involve,VBN,ed,involv,affect|ask|call for|demand|imply|involve|necessitate|need|postulate|regard|require|take,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|admit|let in|include|have|feature|absorb|engross|engage|occupy|complicate|refine|rarify|elaborate
13,early,JJ,NA,earli,early|early(a)|former(a)|other(a),
13,development,NN,NA,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
13,additional,JJ,NA,addit,additional|extra,
13,non-neural,JJ,NA,non-neur,,NA
13,tissue,NNS,s,tissu,tissue|tissue paper,body part|paper
13,have,VBZ,s,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
13,not,RB,NA,not,non|not,NA
13,yet,RB,NA,yet,all the same|as yet|at the same time|even|even so|heretofore|hitherto|however|in time|nevertheless|nonetheless|notwithstanding|so far|still|thus far|til now|until now|up to now|withal|yet,NA
13,be,VBN,en,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA
13,thoroughly,RB,NA,thoroughli,exhaustively|good|soundly|thoroughly,
13,explored,JJ,NA,explor,,NA
13,[,NN,NA,[,,NA
13,23,CD,NA,23,NA,NA
13,],NN,NA,],,NA
14,address,VB,NA,address,accost|address|call|come up to|cover|deal|direct|handle|plow|speak|treat|turn to,communicate|intercommunicate|label|target|aim|place|direct|point|use|utilize|utilise|apply|employ|address|turn to|access|broach|initiate|come|come up|align|aline|line up|adjust
14,question,NN,NA,question,doubt|doubtfulness|dubiousness|enquiry|head|inquiry|interrogation|interrogative|interrogative sentence|motion|query|question,questioning|inquiring|subject|topic|theme|sentence|uncertainty|uncertainness|precariousness|proposal|marriage proposal|proposal of marriage|marriage offer
14,survey,VBD,ed,survei,appraise|follow|go over|review|surveil|survey,analyze|analyse|study|examine|canvass|see|inspect|calculate|cipher|cypher|compute|work out|reckon|figure
14,gad,NNP,NA,gad,anxiety reaction|gad|GAD|generalized anxiety disorder|spur,anxiety disorder|prod|goad
14,1,CD,NA,1,NA,NA
14,transcript,NN,NA,transcript,copy|transcript,writing|written material|piece of writing|written record|written account
14,distribution,NN,NA,distribut,dispersion|distribution|statistical distribution,arrangement|organization|organisation|system|spacing|spatial arrangement|act|deed|human action|human activity|commerce|commercialism|mercantilism
14,non-,NN,NA,non-,,NA
14,cn,NNP,s,cn,,NA
14,tissue,NNS,s,tissu,tissue|tissue paper,body part|paper
14,embryo,NN,NA,embryo,conceptus|embryo|fertilized egg,plant|flora|plant life|animal|animate being|beast|brute|creature|fauna
15,use,VBG,ing,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
15,whole,JJ,NA,whole,hale|solid|unanimous|unharmed|unhurt|unscathed|whole,
15,mount,VB,NA,mount,bestride|climb|climb on|climb up|get on|go up|hop on|jump on|mount|mount up|put on|ride|rise|wax,attach|increase|fix|prepare|set up|ready|gear up|set|initiate|pioneer|move|rise|lift|arise|move up|go up|come up|uprise|organize|organise|devise|get up|machinate|copulate|mate|pair|couple
15,situ,NN,NA,situ,,NA
15,hybridization,NN,NA,hybrid,cross|crossbreeding|crossing|hybridisation|hybridization|hybridizing|interbreeding,coupling|mating|pairing|conjugation|union|sexual union
15,approach,NN,NA,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing
15,find,VBD,ed,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow
15,gad,NNP,NA,gad,anxiety reaction|gad|GAD|generalized anxiety disorder|spur,anxiety disorder|prod|goad
15,1,CD,NA,1,NA,NA
15,be,VBZ,s,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA
15,indeed,RB,NA,inde,indeed|so,NA
15,express,VBN,ed,express,carry|convey|evince|express|extract|give tongue to|press out|show|state|utter|verbalise|verbalize,convey|communicate|intercommunicate|denote|refer|realize|realise|actualize|actualise|substantiate|get|acquire|mail|post|send
15,number,NN,NA,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
15,different,JJ,NA,differ,different,
15,region,NNS,s,region,area|neighborhood|part|realm|region,location|body part|indefinite quantity|knowledge domain|knowledge base|domain
15,tissue,NNS,s,tissu,tissue|tissue paper,body part|paper
16,notable,JJ,NA,notabl,celebrated|famed|famous|far-famed|illustrious|notable|noted|noteworthy|remarkable|renowned,
16,feature,NN,NA,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
