text,clique_id,index,v,e
biomed_1468-6708-3-10-hepple_clean,1,pairwise,0.0502998001332445,0.001840459706350128
biomed_1468-6708-3-10-hepple_clean,2,pairwise,0.05732452874554219,0.0027600562714725795
biomed_1468-6708-3-10-hepple_clean,3,pairwise,0.0010548523206751054,1.0499687451164243e-4
biomed_1468-6708-3-10-hepple_clean,4,pairwise,0.05168776371308017,1.0385233373829212e-4
biomed_1468-6708-3-10-hepple_clean,5,pairwise,0.04001841909315359,0.001989557030876091
biomed_1468-6708-3-10-hepple_clean,6,pairwise,0.01886863006361772,0.001250629062603323
biomed_1468-6708-3-10-hepple_clean,7,pairwise,0.03444125484970804,0.0016681460827408054
biomed_1468-6708-3-10-hepple_clean,8,pairwise,0.06147307024075453,8.463691549699205e-4
biomed_1468-6708-3-10-hepple_clean,9,pairwise,0.0276468099473013,0.003052720816191633
biomed_1468-6708-3-10-hepple_clean,10,pairwise,0.05614811866156473,8.726956815073579e-4
biomed_1468-6708-3-10-hepple_clean,11,pairwise,0.07179228998849252,1.2679877329558858e-4
biomed_1468-6708-3-10-hepple_clean,12,pairwise,0.03381760644418872,3.149906235349273e-4
biomed_1468-6708-3-10-hepple_clean,13,pairwise,0.08730662487177752,3.526752504158036e-4
biomed_1468-6708-3-10-hepple_clean,14,pairwise,0.07242520138089759,1.2679877329558858e-4
biomed_1468-6708-3-10-hepple_clean,15,pairwise,0.035296981499513144,0
biomed_1468-6708-3-10-hepple_clean,16,pairwise,0.04787406686140863,0
biomed_1468-6708-3-10-hepple_clean,17,pairwise,0.13373741172414605,0.0025549451245975405
biomed_1468-6708-3-10-hepple_clean,18,pairwise,0.012658227848101266,0
biomed_1468-6708-3-10-hepple_clean,19,pairwise,0.0859752589182969,1.605436081242533e-4
biomed_1468-6708-3-10-hepple_clean,20,pairwise,0.012658227848101266,0
biomed_1468-6708-3-10-hepple_clean,21,pairwise,0.06061343719571568,0
biomed_1468-6708-3-10-hepple_clean,22,pairwise,0.012658227848101266,0
biomed_1468-6708-3-10-hepple_clean,23,pairwise,0.04949691658552418,0
biomed_1468-6708-3-10-hepple_clean,24,pairwise,0.03424212917883804,0
