text,clique,index,v,e,clique_id
S002002551930043X,NA,global,0,0.002439024390244,S0020025508004520_86
S002002551930043X,NA,global,0,0,S0020025508004520_118
S002002551930043X,NA,global,0,0,S0020025508004520_205
S002002551930043X,NA,global,0.142857142857143,0,S0020025508004520_236
S002002551930043X,NA,global,0.090909090909091,0.003448275862069,S0020025508004520_263
S002002551930043X,NA,global,0,0.003921568627451,S0020025514004137_89
S002002551930043X,NA,global,0,0.00297619047619,S0020025514009608_1
S002002551930043X,NA,global,0.2,0.002380952380952,S0020025514009608_54
S002002551930043X,NA,global,0.166666666666667,0,S0020025514009608_136
S002002551930043X,NA,global,0.272727272727273,0.003521126760563,S0020025514009608_249
S002002551930043X,NA,global,0.181818181818182,0.004016064257028,S0020025514009608_317
S002002551930043X,NA,global,0.153846153846154,0,S0020025514009608_353
S002002551930043X,NA,global,0.16,0.001737921445951,S0020025516310283_9
S002002551930043X,NA,global,0,0.001937984496124,S0020025516310283_113
S002002551930043X,NA,global,0,0.002604166666667,S0020025518301300_83
S002002551930043X,NA,global,0.266666666666667,0.002244668911336,S0020025518301300_180
S002002551930043X,NA,global,0.727272727272727,0.001926782273603,S0020025518301300_187
S002002551930043X,NA,global,0.333333333333333,0.00087260034904,S002002551930043X_150
S002002551930043X,NA,global,0.5,0.001692047377327,S002002551930043X_179
S002002551930043X,NA,global,0.5,0.000952380952381,S002002551930043X_202
S002002551930043X,NA,global,0,0,S002002551930043X_207
S002002551930043X,NA,global,0.4375,0.002525252525253,S002002551930043X_220
S002002551930043X,NA,global,0.470588235294118,0.000472813238771,S002002551930043X_233
S002002551930043X,NA,global,0.333333333333333,0.001587301587302,S0020025520312263_38
S002002551930043X,NA,global,0.636363636363636,0.00197628458498,S0020025520312263_182
S002002551930043X,NA,global,0.625,0,S0020025520312263_185
S002002551930043X,NA,global,0.444444444444444,0.000727272727273,S0020025520312263_210
S002002551930043X,NA,global,0.272727272727273,0.001315789473684,S0020025520312263_226
S002002551930043X,NA,global,0.368421052631579,0.000570776255708,S0020025520312263_262
S002002551930043X,NA,global,0.2,0.000675675675676,S0045790617315720_9
S002002551930043X,NA,global,0.375,0.001186943620178,S0045790617315720_21
S002002551930043X,NA,global,0.25,0.000960614793468,S0045790617315720_23
S002002551930043X,NA,global,0.333333333333333,0,S0045790617315720_26
S002002551930043X,NA,global,0.4375,0.001596424010217,S0045790617315720_42
S002002551930043X,NA,global,0.461538461538462,0.001335113484646,S0045790617315720_152
S002002551930043X,NA,global,0.333333333333333,0.001228501228501,S0098135412001846_32
S002002551930043X,NA,global,0.3,0.00103021978022,S0098135412001846_47
S002002551930043X,NA,global,0.4,0.001176470588235,S0098135412001846_65
S002002551930043X,NA,global,0.545454545454545,0.000923787528868,S0098135412001846_91
S002002551930043X,NA,global,0.166666666666667,0.000533333333333,S0098135412001846_115
S002002551930043X,NA,global,0.166666666666667,0.000789473684211,S0098135412001846_158
S002002551930043X,NA,global,0.375,0.001288659793814,S0098135412001846_226
S002002551930043X,NA,global,0.3,0.000319590923618,S0098135414000398_122
S002002551930043X,NA,global,0.4,0.000365497076023,S0098135414000398_130
S002002551930043X,NA,global,0.428571428571429,0.000535331905782,S0098135414000398_150
S002002551930043X,NA,global,0.611111111111111,0.000306560392397,S0098135414000398_169
S002002551930043X,NA,global,0.454545454545455,0.001020408163265,S0098135414000398_221
S002002551930043X,NA,global,0.25,0.000662690523526,S0098135414000398_252
S002002551930043X,NA,global,0.571428571428571,0.000653594771242,S0098135414000398_335
S002002551930043X,NA,global,0.647058823529412,0.001599488163788,S0098135414000398_352
S002002551930043X,NA,global,0.5,0.000917431192661,S0098135414000398_401
S002002551930043X,NA,global,0.625,0.001207729468599,S0098135414000398_403
S002002551930043X,NA,global,0.166666666666667,0.000354609929078,S0140366410002410_68
S002002551930043X,NA,global,0.333333333333333,0.000440917107584,S0140366415002406_30
S002002551930043X,NA,global,0.266666666666667,0.000471031559114,S0140366415002406_98
S002002551930043X,NA,global,0.333333333333333,0.000210437710438,S0166361514001456_71
S002002551930043X,NA,global,0.583333333333333,0.000663349917081,S0166361514001456_75
S002002551930043X,NA,global,0.277777777777778,0.000477042337507,S0166361519305445_3
S002002551930043X,NA,global,0.4375,0.000483792936623,S0166361519305445_52
S002002551930043X,NA,global,0.392857142857143,0.00048137094445,S0166361519305445_136
S002002551930043X,NA,global,1,0,S0166361519305445_304
S002002551930043X,NA,global,0.6,0.001010101010101,S0166361519305445_368
S002002551930043X,NA,global,0.666666666666667,0.000739644970414,S0166361519305445_369
S002002551930043X,NA,global,0.533333333333333,0.000563168762906,S0166361520305364_73
S002002551930043X,NA,global,0.695652173913043,0.000558035714286,S0166361520305364_98
S002002551930043X,NA,global,0.333333333333333,0.001235875706215,S0166361520305364_144
S002002551930043X,NA,global,0.625,0.000463606861382,S0166361520305364_145
S002002551930043X,NA,global,0.636363636363636,0.000344827586207,S0166361520305364_240
S002002551930043X,NA,global,0.777777777777778,0.001358695652174,S0166361520305364_247
S002002551930043X,NA,global,0.411764705882353,0.000402684563758,S0166361520305364_259
S002002551930043X,NA,global,0.5,0.000331071014733,S0198971521000363_4
S002002551930043X,NA,global,0.533333333333333,0.000168662506325,S0198971521000363_29
S002002551930043X,NA,global,0.5,0.001137656427759,S0198971521000363_60
S002002551930043X,NA,global,0.411764705882353,0.000375,S0198971521000363_116
S002002551930043X,NA,global,1,0,S0198971521000363_156
S002002551930043X,NA,global,0.5,0.000302297460701,S0198971521000363_193
S002002551930043X,NA,global,0.625,0.000399680255795,S0198971521000363_217
S002002551930043X,NA,global,0.375,0.000236966824645,S0198971521000363_258
S002002551930043X,NA,global,0.785714285714286,0.000377500943752,S0306457318305211_105
S002002551930043X,NA,global,0.733333333333333,0.000836120401338,S0306457318305211_155
S002002551930043X,NA,global,0.666666666666667,0.000727008360596,S0306457318305211_201
S002002551930043X,NA,global,0.785714285714286,0,S0306457318305211_218
S002002551930043X,NA,global,0.125,0.000151331719128,S0306457318305211_340
S002002551930043X,NA,global,0.7,0.000349040139616,S0306457319303267_162
S002002551930043X,NA,global,0.416666666666667,0.000443196927168,S0306457319303267_227
S002002551930043X,NA,global,0.6,0.000514403292181,S0306457319303267_306
S002002551930043X,NA,global,0.466666666666667,0,S0306457319303267_354
S002002551930043X,NA,global,0.666666666666667,0,S0306457319303267_358
S002002551930043X,NA,global,0.454545454545455,0.000326797385621,S0306457319303267_371
S002002551930043X,NA,global,0.444444444444444,9.1743119266055E-05,S0306457319303474_37
S002002551930043X,NA,global,0.571428571428571,0.000150421179302,S0306457319303474_56
S002002551930043X,NA,global,0.794871794871795,0.000454959053685,S0306457319303474_71
S002002551930043X,NA,global,0.388888888888889,0.000441735135613,S0306457319303474_108
S002002551930043X,NA,global,0.5,0.000381315538608,S0306457319303474_126
S002002551930043X,NA,global,0.555555555555556,0.000236071765817,S0306457319303474_135
S002002551930043X,NA,global,0.615384615384615,0.00056338028169,S0306457319303474_155
S002002551930043X,NA,global,1,0,S0306457319303474_197
S002002551930043X,NA,global,0.8,0,S0306457319303474_221
S002002551930043X,NA,global,0.461538461538462,0.000591786010179,S0360835219300804_41
S002002551930043X,NA,global,0.4375,0.000182298787713,S0360835219300804_54
S002002551930043X,NA,global,0.555555555555556,0.000304383116883,S0360835219300804_68
S002002551930043X,NA,global,0.818181818181818,0,S0360835219300804_73
S002002551930043X,NA,global,0.545454545454545,0.000515907136715,S0360835219300804_131
S002002551930043X,NA,global,0.111111111111111,0.000106022052587,S0360835219300804_188
S002002551930043X,NA,global,0.055555555555556,0.000247573776986,S0360835219300804_189
S002002551930043X,NA,global,0.666666666666667,0.000415627597672,S0360835219300804_211
S002002551930043X,NA,global,0.363636363636364,0.000446428571429,S0376635714001120_14
S002002551930043X,NA,global,0.4375,0.000342671121391,S0376635714001120_87
S002002551930043X,NA,global,0.615384615384615,0,S0376635714001120_136
S002002551930043X,NA,global,0.333333333333333,0.000128998968008,S0376635714001120_141
S002002551930043X,NA,global,0.583333333333333,0.0004569687738,S0736585320300927_164
S002002551930043X,NA,global,0.5,0.000377643504532,S0736585320300927_237
S002002551930043X,NA,global,0.458333333333333,0.000172344459126,S0920996411002337_59
S002002551930043X,NA,global,0,0,S0920996411002337_122
S002002551930043X,NA,global,0.230769230769231,0.000351370344343,S0924271621002379_2
S002002551930043X,NA,global,0.428571428571429,0.000261688764829,S0924271621002379_8
S002002551930043X,NA,global,0.285714285714286,0.000413507925569,S0924271621002379_98
S002002551930043X,NA,global,0.636363636363636,0.000182882223848,S0924271621002379_114
S002002551930043X,NA,global,0.777777777777778,0.000362844702467,S0924271621002379_118
S002002551930043X,NA,global,0.529411764705882,0.000270758122744,S0924271621002379_145
S002002551930043X,NA,global,0.454545454545455,0.000237079184448,S0924271621002379_169
S002002551930043X,NA,global,0.75,0,S0924271621002379_182
S002002551930043X,NA,global,0.5,0.00027266530334,S0925231217315217_23
S002002551930043X,NA,global,0.8,0.00033921302578,S0925231217315217_27
S002002551930043X,NA,global,0.666666666666667,0.000343406593407,S0925231217315217_131
S002002551930043X,NA,global,0.833333333333333,0.000684462696783,S0925231217315217_222
S002002551930043X,NA,global,0.555555555555556,0.000334448160535,S0925231221011930_45
S002002551930043X,NA,global,1,0,S0925231221011930_62
S002002551930043X,NA,global,1,0,S0925231221011930_76
S002002551930043X,NA,global,0.625,0.000224164985429,S0925231221011930_111
S002002551930043X,NA,global,0.727272727272727,0.000409249028034,S0926580519300378_6
S002002551930043X,NA,global,0.727272727272727,0.000642260757868,S0926580519300378_24
S002002551930043X,NA,global,0.590909090909091,0.000148345942738,S0926580519300378_117
S002002551930043X,NA,global,0.769230769230769,0.000656598818122,S0926580519300378_161
S002002551930043X,NA,global,0.777777777777778,0.000649772579597,S0926580519300378_203
S002002551930043X,NA,global,0.5,0.000645161290323,S0926580519300378_238
S002002551930043X,NA,global,0.5,0.000423818605637,S0926580519300378_257
S002002551930043X,NA,global,0.833333333333333,0.000634115409004,S0926580519300378_289
S002002551930043X,NA,global,0.4,0.00042034468264,S0926580519300378_324
S002002551930043X,NA,global,0.142857142857143,0.000209380234506,S0926580519300378_353
S002002551930043X,NA,global,0.333333333333333,0.000313479623824,S0926580519300378_377
S002002551930043X,NA,global,0.5,0.000372670807453,S0926580519300378_394
S002002551930043X,NA,global,0.666666666666667,0,S0926580519300378_440
S002002551930043X,NA,global,0.409090909090909,0.0001848001848,S095032931831022X_7
S002002551930043X,NA,global,0.416666666666667,0.00017389792192,S095032931831022X_217
S002002551930043X,NA,global,0.714285714285714,0.000454545454545,S095032931831022X_225
S002002551930043X,NA,global,0.6,0.000364219114219,S0950705118301539_3
S002002551930043X,NA,global,0.875,0.000574382538771,S0950705118301539_76
S002002551930043X,NA,global,0.9,0,S0950705118301539_80
S002002551930043X,NA,global,0.545454545454545,0.000236686390533,S0950705118301539_227
S002002551930043X,NA,global,1,0,S0950705118301539_232
S002002551930043X,NA,global,0.818181818181818,0.000292740046838,S0950705118301539_275
S002002551930043X,NA,global,0.833333333333333,0.000189071658158,S0957417413000961_27
S002002551930043X,NA,global,0.538461538461538,0.000279485746227,S0957417413000961_29
S002002551930043X,NA,global,0.583333333333333,0.000332963374029,S0957417413000961_49
S002002551930043X,NA,global,0.769230769230769,0.000184060371802,S0957417413000961_62
S002002551930043X,NA,global,0.5,0.000283446712018,S0957417413000961_144
S002002551930043X,NA,global,0.625,0.000188857412653,S0957417413000961_148
S002002551930043X,NA,global,0.583333333333333,0.000109469074986,S0957417414004898_110
S002002551930043X,NA,global,0.8,0,S0957417414004898_116
S002002551930043X,NA,global,0.6,0,S0957417414004898_144
S002002551930043X,NA,global,0.615384615384615,0.000107933081489,S0957417414004898_154
S002002551930043X,NA,global,0.8125,0,S0957417414007155_1
S002002551930043X,NA,global,1,0,S0957417414007155_57
S002002551930043X,NA,global,0.727272727272727,0.00035423308537,S0957417414007155_110
S002002551930043X,NA,global,0.875,0,S0957417414007155_128
S002002551930043X,NA,global,0.588235294117647,7.52275633792221E-05,S0957417414007155_148
S002002551930043X,NA,global,0.875,0,S0957417415006429_122
S002002551930043X,NA,global,0.75,0.000517866390471,S0957417415006429_224
S002002551930043X,NA,global,0.846153846153846,0.000258531540848,S0957417415006429_250
S002002551930043X,NA,global,0.857142857142857,0.000513874614594,S0957417415006429_317
S002002551930043X,NA,global,0.833333333333333,0.000509683995923,S0957417415006429_372
S002002551930043X,NA,global,0.923076923076923,0.000498007968127,S0957417416305577_29
S002002551930043X,NA,global,0.818181818181818,0.000247035573123,S0957417416305577_60
S002002551930043X,NA,global,1,0,S0957417416305577_136
S002002551930043X,NA,global,0.555555555555556,0.000125817815803,S0957417416305577_155
S002002551930043X,NA,global,0.909090909090909,0,S0957417416305577_192
S002002551930043X,NA,global,1,0,S0957417416305577_229
S002002551930043X,NA,global,0.6875,0.000290416263311,S0957417419300508_15
S002002551930043X,NA,global,0.8,0,S0957417419300508_53
S002002551930043X,NA,global,0.75,0,S0957417419300508_104
S002002551930043X,NA,global,1,0,S0957417419300508_126
S002002551930043X,NA,global,0.5,0.000193986420951,S0957417419300508_132
S002002551930043X,NA,global,0.727272727272727,0.000319744204636,S0957417419300508_178
S002002551930043X,NA,global,0.857142857142857,0.00047664442326,S0957417419300508_186
S002002551930043X,NA,global,1,0,S0957417419300508_232
S002002551930043X,NA,global,0.75,0,S095741741930586X_55
S002002551930043X,NA,global,0.8125,0.00015467904099,S095741741930586X_62
S002002551930043X,NA,global,0.583333333333333,0.000183739090492,S095741741930586X_93
S002002551930043X,NA,global,0.666666666666667,0.00011786892975,S095741741930586X_130
S002002551930043X,NA,global,0.722222222222222,0.000187969924812,S095741741930586X_314
S002002551930043X,NA,global,1,0,S095741741930586X_320
S002002551930043X,NA,global,0.782608695652174,0,S0957417420305133_22
S002002551930043X,NA,global,0.692307692307692,0.000219298245614,S0957417420305133_50
S002002551930043X,NA,global,0.857142857142857,0,S0957417420305133_79
S002002551930043X,NA,global,0.8,0.000456204379562,S0957417420305133_118
S002002551930043X,NA,global,0.8,0,S0957417420305133_152
S002002551930043X,NA,global,0.5,0.000226346763241,S0957417420305133_201
S002002551930043X,NA,global,1,0,S0957417420305133_206
S002002551930043X,NA,global,0.833333333333333,0,S0957417420305133_270
S002002551930043X,NA,global,1,0,S0957417420305133_279
S002002551930043X,NA,global,0.857142857142857,0,S0957417420305133_291
S002002551930043X,NA,global,0.6,0.000219973603168,S0957417420305133_320
S002002551930043X,NA,global,0.583333333333333,0.00016319869441,S0957417421002748_47
S002002551930043X,NA,global,0.818181818181818,0.000203169443316,S0957417421002748_94
S002002551930043X,NA,global,0.833333333333333,0,S0957417421002748_101
S002002551930043X,NA,global,0.833333333333333,0,S0957417421002748_128
S002002551930043X,NA,global,0.538461538461538,0,S0957417421002748_145
S002002551930043X,NA,global,0.8,0,S0957417421002748_150
S002002551930043X,NA,global,1,0,S0957417421002748_151
S002002551930043X,NA,global,0.615384615384615,0.000255536626917,S0957417421002748_195
S002002551930043X,NA,global,0.5,0.000281769512539,S0957417421002748_226
S002002551930043X,NA,global,0.387096774193548,8.90928124373566E-05,S0957417421002748_238
S002002551930043X,NA,global,0.75,0,S0957417421002748_316
S002002551930043X,NA,global,0.666666666666667,0.000119047619048,S0957417421002748_337
S002002551930043X,NA,global,0.521739130434783,0.000112557685814,S0957417421002748_392
S002002551930043X,NA,global,0.6,6.70151454228656E-05,S095741742200094X_15
S002002551930043X,NA,global,0.6,0.000246548323471,S095741742200094X_28
S002002551930043X,NA,global,0.733333333333333,0.000101214574899,S095741742200094X_133
S002002551930043X,NA,global,0.533333333333333,0,S095741742200094X_186
S002002551930043X,NA,global,0.333333333333333,0,S095741742200094X_198
S002002551930043X,NA,global,0.928571428571429,0,S095741742200094X_231
S002002551930043X,NA,global,0.75,0.000393700787402,S095741742200094X_255
S002002551930043X,NA,global,0.888888888888889,0.000390777647519,S095741742200094X_329
S002002551930043X,NA,global,1,0,S095741742200094X_367
S002002551930043X,NA,global,0.6875,7.76096235933256E-05,S095741742200094X_371
S002002551930043X,NA,global,0.8,0.000192307692308,S0957582021004031_89
S002002551930043X,NA,global,0.7,0.000255330014043,S0957582021004031_98
S002002551930043X,NA,global,0.75,0.000384467512495,S0957582021004031_136
S002002551930043X,NA,global,0.818181818181818,0.000190912562047,S0960077920309012_34
S002002551930043X,NA,global,1,0,S0960077920309012_69
S002002551930043X,NA,global,0.461538461538462,0.000215308429325,S1047320319303268_17
S002002551930043X,NA,global,0.888888888888889,0.000368595650571,S1047320319303268_40
S002002551930043X,NA,global,0.777777777777778,0.000367242012486,S1047320319303268_57
S002002551930043X,NA,global,0.875,0.000366032210835,S1047320319303268_79
S002002551930043X,NA,global,0.888888888888889,0,S1047320319303268_92
S002002551930043X,NA,global,0.615384615384615,0.000218340611354,S1047320319303268_93
S002002551930043X,NA,global,0.75,0.000189609404626,S1047320319303268_128
S002002551930043X,NA,global,0.777777777777778,0.000189107413011,S1047320319303268_129
S002002551930043X,NA,global,0.666666666666667,0.000187336080929,S1047320319303268_179
S002002551930043X,NA,global,0.5,7.4794315632012E-05,S1047320319303268_204
S002002551930043X,NA,global,0.705882352941176,0.000298841987299,S1047320319303268_214
S002002551930043X,NA,global,0.666666666666667,0,S1047320319303268_221
S002002551930043X,NA,global,0.65,0.000205033574248,S1077314217300620_8
S002002551930043X,NA,global,1,0,S1077314217300620_95
S002002551930043X,NA,global,0.4,0.000240934827129,S1077314217300620_186
S002002551930043X,NA,global,0.7,0.000120467413565,S1077314217300620_217
S002002551930043X,NA,global,0.5625,0.00015444015444,S1077314217300620_258
S002002551930043X,NA,global,0.692307692307692,0,S1084804520301624_12
S002002551930043X,NA,global,1,0,S1084804520301624_25
S002002551930043X,NA,global,0.666666666666667,0,S1084804520301624_36
S002002551930043X,NA,global,0.909090909090909,0,S1084804520301624_39
S002002551930043X,NA,global,0.714285714285714,0.000260235947259,S1084804520301624_54
S002002551930043X,NA,global,0.9,0.0003451846738,S1084804520301624_80
S002002551930043X,NA,global,0.6,0.000257731958763,S1084804520301624_86
S002002551930043X,NA,global,0.571428571428571,0.000117495006462,S1084804520301624_195
S002002551930043X,NA,global,1,0,S1084804520301624_259
S002002551930043X,NA,global,1,0,S1084804520301624_269
S002002551930043X,NA,global,0.7,0.000116754232341,S1084804520301624_329
S002002551930043X,NA,global,0.714285714285714,0,S1084804520302861_126
S002002551930043X,NA,global,0.428571428571429,0.000341296928328,S1084804520302861_146
S002002551930043X,NA,global,0.75,0.000227453656318,S1084804520302861_164
S002002551930043X,NA,global,0.85,0.000113571834185,S1084804520302861_170
